,text,is_misinfo
191,"Woohoo! Vaccine finally scheduled for Monday (no appointments available before then, likely bc of holiday...)...excited but so so so wish we could go faster. I need the general public to have this available to them 😔💉#CovidVaccine #VaccinesWork #VaccinesSaveLives",0
192,am i the only person who works in healthcare that isn’t excited about this vaccine? 🌚,0
193,My girlfriend @clit_st0p is getting the COVID vaccine tomorrow and I’m so excited for her!! Be brave babe. 💋💋💋 https://t.co/uEz29HjG0S,0
194,😆 Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’  https://t.co/HZHqeRN1Nh,0
195,Scheduled my COVID vaccine today and I cannot explain how excited I am for January 4 at 1:00pm,0
196,"Dr Opas Karnkawinpong, director-general of the Disease Control Department: ""Covid-19 vaccines are still new and their effectiveness have still not been determined"".

Why such a hard push by so many countries for an unproven vaccine?🤔

#NoVaccineForMe
❤🇺🇸
https://t.co/VHk4bxNUOo",1
197,"WARNING: Do Not Take the Experimental #COVID19 Vaccine

Messiah @LouisFarrakhan warns the Black community against taking the Covid-19 Vaccine with the US Government’s treacherous history of experimentation, medications and vaccines. This publication...

 https://t.co/Trck8UIZZL https://t.co/3CDTu5anA1",1
198,why so many in this China hospital sick after they all had the experimental mandatary covid vaccine ?? https://t.co/9uTzYds6RK,1
199,"I understand and appreciate that so many of you are excited to eventually be able to get a vaccine. 

I also get that many of you want to express just how willing you are to be vaccinated, because there are some who have doubts. Maybe you can help change their minds.

BUT....",0
200,"I'm getting the first dose of the vaccine this weekend. I'll let you all know how it goes. 
I'm excited, but it does feel weird and questionable",0
201,We’re going in to 2021 ready to feel the impact from the holidays. COVID is already at record breaking numbers w/ 2 new strains floating in the air...annnd everybody and their mama is trying to convince black people to take a rushed vaccine...,1
202,Really too excited to be getting this vaccine,0
203,"And here it is! I am incredibly proud of our @PreventCOVID_19 contributions to this study and excited to work on the correlates analysis next month. Congrats to entire the team! 👏🏾

Efficacy and Safety of the mRNA-1273 SARS-CoV-2 Vaccine | NEJM https://t.co/JQqPfRuXkk",0
204,The Govt and SAGE are working according to the script provided by Klaus Schwab of WEF which is to completely destroy the world economies so we have no money to live. Then they will offer a carrot &amp; stick - UBI if we take the poison vaccine that Bill Gates is pushing. It’s a coup!,1
205,Excited and thankful to get part one of my COVID vaccine today.   Stay safe out there friends.  #COVID19 #CovidVaccine https://t.co/b3hnvPWQjn,0
206,I’m very excited to get my COVID vaccine. I promise to work day and night to give as many Oregonians and Americans the jab as quickly as humanly possible. Lives and livelihoods depend on it. #CovidVaccine #RBG https://t.co/Y4ZEq7uuEv,0
207,"Whew--we made it!!! 😌

Now that this dumpster fire of a year is almost behind us what are you looking forward to in 2021?  I'm for sure super excited about the vaccine and the possibility of conventions again!! 

Cannot wait to see all you lovely peoples again!!! 🤩

#bye2020 https://t.co/w1pjPywZR4",0
208,So excited for tonight’s vlog 🤍 I tell all about my experience getting the covid-19 vaccine and I talk about seeing a brand new specialist and the shocking news she told me! Plus Christmasssss stuff is on it too! https://t.co/IhiAneWScq,0
209,"Fantastic!  I am so excited vaccines will soon be given in our area. Folks; This is the beginning of the end of this pandemic.  Normal life will eventually return. Travel, eating out, visiting elderly relatives. Don’t believe the anti-vaccine crowd and all the conspiracy crap. https://t.co/RifgZ9PXXJ",0
210,Which is the #Bioweapon? The virus or the vaccine.🤔,1
211,Got my first dose of #Moderna vaccine.Grateful &amp; excited!Thank you #healthcare workers &amp; scientists making it possible.Just a head up for those planning 2 take it:your arm might be really sore &amp; heavy for a few days.I didn’t know &amp; had to cancel my plans for the day. #vaccinated,0
212,This advice contradicts the information in the Pfizer /UK guidance.  Is this part of the depopulation agenda ? They really want to experiment on babies don't they ?? Evil wicked people https://t.co/Hya8Poir5J,1
213,I cannot wait to be able to get the vaccine. I haven’t been this excited about a shot since my epidural.  Bring it on.,0
214,Excited and grateful to have received my first COVID vaccine today (along with my wonderful friend @miaatl1). Science for the win!! https://t.co/KM5AzeqkKJ,0
215,I got my COVID vaccine today! Excited to make antibodies for my baby to have immunity as well.,0
216,"We both got our first dose of the Moderna vaccine today!  Can't tell you how happy, how excited, how grateful we feel and can't wait to get the second dose.",0
217,"Excited to have received the first dose of the #ModernaVaccine! Thankful for all the researchers involved in developing the vaccine and to @LoyolaHSD for distributing it to medical students! If you have any questions about getting the vaccine, feel free to message me! https://t.co/I3SFCv9Nmc",0
218,Getting the first dose of the covid vaccine Saturday. Im a little anxious but excited,0
219,"I think people are excited for 2021 not because they think the virus will go away but because there is hope on the horizon with the vaccine, new President, etc....",0
220,me getting excited about the vaccine but also then remembering JUST how terrified of needles I am🤡,0
221,"Great, we’re allowing fans into the stadium for a playoff game.  How about we focus those efforts onto vaccine distribution to the people? I’m as excited as the next fan for a home playoff game, however what are the government’s priorities here?",0
222,"I’m excited to host my second room on #Clubhouse with some of the family tonight. Join us at 7:30pm/eat. 

We need to talk about this #Vaccine from the Christian perspective. Are YOU taking it? What are your thoughts about it ⬇️? #COVIDVaccine 💉 https://t.co/JM5fnndkK7",0
223,"I was told I could get my COVID vaccine in the second tier &amp; I’m so excited. Just because I’m smiling in my selfies, doesn’t always mean I’m happy. 2020 was a bitch for my mental health. I’m ready to do my part to help this world start getting back to normal &amp; I can live again.❣️",0
224,I received the Moderna vaccine this morning and I feel great. I'm so thankful for this! I've never been so excited to get an injection in my life. #GetVaccinated  @moderna_tx https://t.co/kipaM46nVA,0
225,"Everyone so excited that 2020 is ending. 
Did I miss the announcement about the ball dropping and releasing the vaccine to the world?",0
226,"""mRNA unpacking into your cells is a bioweapon NOT a vaccine.Scientists / doctors [many of…"" — #1TroubleMaker https://t.co/QUHlehRWjp",1
227,"I don’t care what your opinion is on the vaccine, I’m just so excited to know my 75 year old grandparents received their first dose of the SARS-CoV-2 vaccine (!!!!)",0
228,just signed to get the covid vaccine next week i’m so excited??,0
229,"I get super excited when I see friends post about having gotten the Covid vaccine b/c I start feeling hopeful I might see a friend again.

Sure most live 1000 miles away, and I can't get the vaccine for a long time, but still, let me have this moment.",0
230,"Is it fake news? A toxic vaccine? 
I strongly support zBig Don T!

But today a high ranking republican died after that Jab.
     Oh...throw the bidens in jail. Anyone into off grid.must be anti violence pro off grid contact",1
231,Seeing all the healthcare workers posting their vaccine cards is making me so excited and so jealous at the same time. I seriously cannot wait until I can get mine 😭,0
232,I'm signed up for the vaccine next Wednesday after work. Excited/worried in equal measure,0
233,There will be a day that you’ll take off your mask and never put it back on. Excited for this vaccine y’all.,0
234,Just drove my girlfriend to get her first COVID vaccine shoy and I am so excited that this is really happening 🥺,0
235,"Super excited b/c I’ll be ringing in the new year with..Shots...shots..shots! Actually, no just one shot right now. The COVID vaccine.

🤘🏼😜",0
236,I have never been more excited about anything in my life as I am for this brexit trade deal. One of the best things to come out of 2020 imo. (alongside the vaccine of course).,0
237,"Just got my notification of my first COVID vaccine appointment...Tomorrow! 

I can honestly say I’ve never been this excited about a shot. https://t.co/gXKMpd5Cne",0
238,Ooooo I’m excited to have the vaccine now I’ve seen this. https://t.co/ngvjx1dtS6,0
239,Getting my first covid Pfizer vaccine tomorrow as part of the roll out for NHS staff.  Feel very excited and privileged to be able to get this so quickly and with the year we've all had.  Here's to #2021 and perhaps a rugby match or two @UlsterRugby @IrishRugby #CovidVaccine,0
240,"I was so excited to volunteer after a long day in the office today.  As a immunizing Pharmacist, I was honored to vaccinate hundreds of our first responders from all counties with the Moderna Covid-19 shots. https://t.co/UhdBqJGs7p",0
241,"So excited I received my #COVID19 vaccine”It’s about saving lives”Thank you President Trump”Operation Warp Speed putting Americans First
#CantBullyUs https://t.co/cXtLB0syjS",0
